"method","line","severity","representativity","quality","intervention","cdi"
"io.kubernetes.client.openapi.apis.CoreV1Api.connectGetNamespacedPodAttachAsync(String name, String namespace, String container, Boolean stderr, Boolean stdin, Boolean stdout, Boolean tty, final ApiCallback<String> _callback)",1298,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.CoreV1Api.connectPostNamespacedPodAttachAsync(String name, String namespace, String container, Boolean stderr, Boolean stdin, Boolean stdout, Boolean tty, final ApiCallback<String> _callback)",6356,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.CoreV1Api.createNamespacedPodBindingAsync(String name, String namespace, V1Binding body, String dryRun, String fieldManager, String fieldValidation, String pretty, final ApiCallback<V1Binding> _callback)",11123,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.CoreV1Api.createNamespacedPodEvictionAsync(String name, String namespace, V1Eviction body, String dryRun, String fieldManager, String fieldValidation, String pretty, final ApiCallback<V1Eviction> _callback)",11370,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.CoreV1Api.createNamespacedServiceAccountTokenAsync(String name, String namespace, AuthenticationV1TokenRequest body, String dryRun, String fieldManager, String fieldValidation, String pretty, final ApiCallback<AuthenticationV1TokenRequest> _callback)",13045,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.CoreV1Api.deleteNamespaceAsync(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback<V1Status> _callback)",18849,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.CoreV1Api.deleteNodeAsync(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback<V1Status> _callback)",22220,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.CoreV1Api.deletePersistentVolumeAsync(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback<V1PersistentVolume> _callback)",22471,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.CoreV1Api.patchNamespaceAsync(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1Namespace> _callback)",31861,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.CoreV1Api.patchNamespaceStatusAsync(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1Namespace> _callback)",32109,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.CoreV1Api.patchNodeAsync(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1Node> _callback)",37240,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.CoreV1Api.patchNodeStatusAsync(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1Node> _callback)",37488,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.CoreV1Api.patchPersistentVolumeAsync(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1PersistentVolume> _callback)",37736,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.CoreV1Api.patchPersistentVolumeStatusAsync(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1PersistentVolume> _callback)",37984,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.CoreV1Api.replaceNamespacedConfigMapAsync(String name, String namespace, V1ConfigMap body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1ConfigMap> _callback)",43932,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.CoreV1Api.replaceNamespacedEndpointsAsync(String name, String namespace, V1Endpoints body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1Endpoints> _callback)",44174,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.CoreV1Api.replaceNamespacedEventAsync(String name, String namespace, CoreV1Event body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<CoreV1Event> _callback)",44416,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.CoreV1Api.replaceNamespacedLimitRangeAsync(String name, String namespace, V1LimitRange body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1LimitRange> _callback)",44658,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.CoreV1Api.replaceNamespacedPersistentVolumeClaimAsync(String name, String namespace, V1PersistentVolumeClaim body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1PersistentVolumeClaim> _callback)",44900,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.CoreV1Api.replaceNamespacedPersistentVolumeClaimStatusAsync(String name, String namespace, V1PersistentVolumeClaim body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1PersistentVolumeClaim> _callback)",45142,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.CoreV1Api.replaceNamespacedPodAsync(String name, String namespace, V1Pod body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1Pod> _callback)",45384,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.CoreV1Api.replaceNamespacedPodEphemeralcontainersAsync(String name, String namespace, V1Pod body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1Pod> _callback)",45626,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.CoreV1Api.replaceNamespacedPodStatusAsync(String name, String namespace, V1Pod body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1Pod> _callback)",45868,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.CoreV1Api.replaceNamespacedPodTemplateAsync(String name, String namespace, V1PodTemplate body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1PodTemplate> _callback)",46110,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.CoreV1Api.replaceNamespacedReplicationControllerAsync(String name, String namespace, V1ReplicationController body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1ReplicationController> _callback)",46352,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.CoreV1Api.replaceNamespacedReplicationControllerScaleAsync(String name, String namespace, V1Scale body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1Scale> _callback)",46594,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.CoreV1Api.replaceNamespacedReplicationControllerStatusAsync(String name, String namespace, V1ReplicationController body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1ReplicationController> _callback)",46836,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.CoreV1Api.replaceNamespacedResourceQuotaAsync(String name, String namespace, V1ResourceQuota body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1ResourceQuota> _callback)",47078,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.CoreV1Api.replaceNamespacedResourceQuotaStatusAsync(String name, String namespace, V1ResourceQuota body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1ResourceQuota> _callback)",47320,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.CoreV1Api.replaceNamespacedSecretAsync(String name, String namespace, V1Secret body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1Secret> _callback)",47562,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.CoreV1Api.replaceNamespacedServiceAsync(String name, String namespace, V1Service body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1Service> _callback)",47804,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.CoreV1Api.replaceNamespacedServiceAccountAsync(String name, String namespace, V1ServiceAccount body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1ServiceAccount> _callback)",48046,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.CoreV1Api.replaceNamespacedServiceStatusAsync(String name, String namespace, V1Service body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1Service> _callback)",48288,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.DiscoveryV1Api.replaceNamespacedEndpointSliceAsync(String name, String namespace, V1EndpointSlice body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1EndpointSlice> _callback)",2270,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.EventsV1Api.replaceNamespacedEventAsync(String name, String namespace, EventsV1Event body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<EventsV1Event> _callback)",2270,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta2Api.deleteFlowSchemaAsync(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback<V1Status> _callback)",1340,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta2Api.deletePriorityLevelConfigurationAsync(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback<V1Status> _callback)",1591,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta2Api.patchFlowSchemaAsync(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1beta2FlowSchema> _callback)",2631,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta2Api.patchFlowSchemaStatusAsync(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1beta2FlowSchema> _callback)",2879,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta2Api.patchPriorityLevelConfigurationAsync(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1beta2PriorityLevelConfiguration> _callback)",3127,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta2Api.patchPriorityLevelConfigurationStatusAsync(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1beta2PriorityLevelConfiguration> _callback)",3375,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta3Api.deleteFlowSchemaAsync(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback<V1Status> _callback)",1340,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta3Api.deletePriorityLevelConfigurationAsync(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback<V1Status> _callback)",1591,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta3Api.patchFlowSchemaAsync(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1beta3FlowSchema> _callback)",2631,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta3Api.patchFlowSchemaStatusAsync(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1beta3FlowSchema> _callback)",2879,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta3Api.patchPriorityLevelConfigurationAsync(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1beta3PriorityLevelConfiguration> _callback)",3127,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.FlowcontrolApiserverV1beta3Api.patchPriorityLevelConfigurationStatusAsync(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1beta3PriorityLevelConfiguration> _callback)",3375,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.InternalApiserverV1alpha1Api.deleteStorageVersionAsync(String name, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback<V1Status> _callback)",752,"1,026","1,000","1,000","1,000","1,026"
"io.kubernetes.client.openapi.apis.InternalApiserverV1alpha1Api.patchStorageVersionAsync(String name, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1alpha1StorageVersion> _callback)",1475,"1,026","1,000","1,000","1,000","1,026"
