"method","line","smell","quality"
"io.kubernetes.client.openapi.apis.AppsV1Api.replaceNamespacedDaemonSetAsync(String name, String namespace, V1DaemonSet body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1DaemonSet> _callback)",13389,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.replaceNamespacedDaemonSetStatusAsync(String name, String namespace, V1DaemonSet body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1DaemonSet> _callback)",13631,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.replaceNamespacedDeploymentAsync(String name, String namespace, V1Deployment body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1Deployment> _callback)",13873,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.replaceNamespacedDeploymentScaleAsync(String name, String namespace, V1Scale body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1Scale> _callback)",14115,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.replaceNamespacedDeploymentStatusAsync(String name, String namespace, V1Deployment body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1Deployment> _callback)",14357,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.replaceNamespacedReplicaSetAsync(String name, String namespace, V1ReplicaSet body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1ReplicaSet> _callback)",14599,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.replaceNamespacedReplicaSetScaleAsync(String name, String namespace, V1Scale body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1Scale> _callback)",14841,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.replaceNamespacedReplicaSetStatusAsync(String name, String namespace, V1ReplicaSet body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1ReplicaSet> _callback)",15083,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.replaceNamespacedStatefulSetAsync(String name, String namespace, V1StatefulSet body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1StatefulSet> _callback)",15325,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.replaceNamespacedStatefulSetScaleAsync(String name, String namespace, V1Scale body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1Scale> _callback)",15567,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AppsV1Api.replaceNamespacedStatefulSetStatusAsync(String name, String namespace, V1StatefulSet body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1StatefulSet> _callback)",15809,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AuthenticationV1alpha1Api.createSelfSubjectReviewAsync(V1alpha1SelfSubjectReview body, String dryRun, String fieldManager, String fieldValidation, String pretty, final ApiCallback<V1alpha1SelfSubjectReview> _callback)",157,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AuthenticationV1Api.createSelfSubjectReviewAsync(V1SelfSubjectReview body, String dryRun, String fieldManager, String fieldValidation, String pretty, final ApiCallback<V1SelfSubjectReview> _callback)",158,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AuthenticationV1Api.createTokenReviewAsync(V1TokenReview body, String dryRun, String fieldManager, String fieldValidation, String pretty, final ApiCallback<V1TokenReview> _callback)",387,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AuthenticationV1beta1Api.createSelfSubjectReviewAsync(V1beta1SelfSubjectReview body, String dryRun, String fieldManager, String fieldValidation, String pretty, final ApiCallback<V1beta1SelfSubjectReview> _callback)",157,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AuthorizationV1Api.createNamespacedLocalSubjectAccessReviewAsync(String namespace, V1LocalSubjectAccessReview body, String dryRun, String fieldManager, String fieldValidation, String pretty, final ApiCallback<V1LocalSubjectAccessReview> _callback)",166,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AuthorizationV1Api.createSelfSubjectAccessReviewAsync(V1SelfSubjectAccessReview body, String dryRun, String fieldManager, String fieldValidation, String pretty, final ApiCallback<V1SelfSubjectAccessReview> _callback)",398,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AuthorizationV1Api.createSelfSubjectRulesReviewAsync(V1SelfSubjectRulesReview body, String dryRun, String fieldManager, String fieldValidation, String pretty, final ApiCallback<V1SelfSubjectRulesReview> _callback)",627,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AuthorizationV1Api.createSubjectAccessReviewAsync(V1SubjectAccessReview body, String dryRun, String fieldManager, String fieldValidation, String pretty, final ApiCallback<V1SubjectAccessReview> _callback)",856,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AutoscalingV1Api.createNamespacedHorizontalPodAutoscalerAsync(String namespace, V1HorizontalPodAutoscaler body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1HorizontalPodAutoscaler> _callback)",167,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AutoscalingV1Api.deleteCollectionNamespacedHorizontalPodAutoscalerAsync(String namespace, String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback<V1Status> _callback)",436,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AutoscalingV1Api.deleteNamespacedHorizontalPodAutoscalerAsync(String name, String namespace, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback<V1Status> _callback)",776,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AutoscalingV1Api.listHorizontalPodAutoscalerForAllNamespacesAsync(Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String pretty, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback<V1HorizontalPodAutoscalerList> _callback)",1199,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AutoscalingV1Api.listNamespacedHorizontalPodAutoscalerAsync(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback<V1HorizontalPodAutoscalerList> _callback)",1522,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AutoscalingV1Api.patchNamespacedHorizontalPodAutoscalerAsync(String name, String namespace, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1HorizontalPodAutoscaler> _callback)",1834,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AutoscalingV1Api.patchNamespacedHorizontalPodAutoscalerStatusAsync(String name, String namespace, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V1HorizontalPodAutoscaler> _callback)",2091,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AutoscalingV1Api.replaceNamespacedHorizontalPodAutoscalerAsync(String name, String namespace, V1HorizontalPodAutoscaler body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1HorizontalPodAutoscaler> _callback)",2710,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AutoscalingV1Api.replaceNamespacedHorizontalPodAutoscalerStatusAsync(String name, String namespace, V1HorizontalPodAutoscaler body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1HorizontalPodAutoscaler> _callback)",2952,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AutoscalingV2Api.createNamespacedHorizontalPodAutoscalerAsync(String namespace, V2HorizontalPodAutoscaler body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V2HorizontalPodAutoscaler> _callback)",167,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AutoscalingV2Api.deleteCollectionNamespacedHorizontalPodAutoscalerAsync(String namespace, String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback<V1Status> _callback)",436,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AutoscalingV2Api.deleteNamespacedHorizontalPodAutoscalerAsync(String name, String namespace, String pretty, String dryRun, Integer gracePeriodSeconds, Boolean orphanDependents, String propagationPolicy, V1DeleteOptions body, final ApiCallback<V1Status> _callback)",776,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AutoscalingV2Api.listHorizontalPodAutoscalerForAllNamespacesAsync(Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String pretty, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback<V2HorizontalPodAutoscalerList> _callback)",1199,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AutoscalingV2Api.listNamespacedHorizontalPodAutoscalerAsync(String namespace, String pretty, Boolean allowWatchBookmarks, String _continue, String fieldSelector, String labelSelector, Integer limit, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, Boolean watch, final ApiCallback<V2HorizontalPodAutoscalerList> _callback)",1522,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AutoscalingV2Api.patchNamespacedHorizontalPodAutoscalerAsync(String name, String namespace, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V2HorizontalPodAutoscaler> _callback)",1834,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AutoscalingV2Api.patchNamespacedHorizontalPodAutoscalerStatusAsync(String name, String namespace, V1Patch body, String pretty, String dryRun, String fieldManager, String fieldValidation, Boolean force, final ApiCallback<V2HorizontalPodAutoscaler> _callback)",2091,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AutoscalingV2Api.replaceNamespacedHorizontalPodAutoscalerAsync(String name, String namespace, V2HorizontalPodAutoscaler body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V2HorizontalPodAutoscaler> _callback)",2710,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.AutoscalingV2Api.replaceNamespacedHorizontalPodAutoscalerStatusAsync(String name, String namespace, V2HorizontalPodAutoscaler body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V2HorizontalPodAutoscaler> _callback)",2952,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.BatchV1Api.createNamespacedCronJobAsync(String namespace, V1CronJob body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1CronJob> _callback)",169,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.BatchV1Api.createNamespacedJobAsync(String namespace, V1Job body, String pretty, String dryRun, String fieldManager, String fieldValidation, final ApiCallback<V1Job> _callback)",407,"Long Parameter List","Maintainability"
"io.kubernetes.client.openapi.apis.BatchV1Api.deleteCollectionNamespacedCronJobAsync(String namespace, String pretty, String _continue, String dryRun, String fieldSelector, Integer gracePeriodSeconds, String labelSelector, Integer limit, Boolean orphanDependents, String propagationPolicy, String resourceVersion, String resourceVersionMatch, Boolean sendInitialEvents, Integer timeoutSeconds, V1DeleteOptions body, final ApiCallback<V1Status> _callback)",676,"Long Parameter List","Maintainability"
